column,level,n,pct
ProcedureSummary,"חדר שמאל מורחב במידה קלה, הפרטרופי, התכווצות גלובלית מופחתת במידה קלה ,אקינזיה פוסטריוריות, לטרלית, עליה שמאלית מורחבת במידה קלה, חללי הלב ימניים תקינים, טבעת מסתם מיטרלי מסוידת, אי ספיקה מיטרלית קלה עד בינונית, מסתם אורטלי מסויד, עם מפלים מוגברים על פניו המתאים להיצרות קלה אי ספיקה אורטלית קלה, אי ספיקה טריקוספידלית קלה עד בינונית, לחץ דם ריאתי מוגבר במידה בינונית, IVC רחבה עם תמת נשימתי חלקי.",1,0.16
ProcedureSummary,"חדר שמאלי מורחב, התכווצות גלובלית ירודה במידה קשה. חדרר ימני מורחב עם ירידה בינונית לפחות בהתכווצות, דלף בינוני מיטרלי, קשה להדמיה, דלף קשה של טריקספיד, עדות ליתר לחץ דם ריאתי בינוני, הגדלה בינונית של העליה השמאלית. הגדלה של עליה ימין. מתאים ללחצי מילוי גבוהים של חדר שמאל. הרחבה של אורטה עולה. בבדיקת סינכרוניזציה בינחדרית: חדר ימין מתכוות 22 מילישניות לפני חדר שמאל - לא תקין. בבדיקת סינכרוניזציה תוך חדרית:YU INDEX=43MSEC. לא תקין, קיר לטרלי מתגכווץ 50 מילישניות לאחר קיר ספטלי.",1,0.16
ProcedureSummary,"חדר שמאלי בגודל בגודל תקין, התכווצותו ירודה במידה בינונית, אקינזיה אפיקלית רחבה, חדר ימני בגודל והתכווצות תקינה, מסתם אורטלי מסוייד עם דלף מינימלי, טבעת מסתם מיטרלי מסויידת ,דלף מיטרלי קשה, גט אחורי לטרלי, TENTING של עלה קידמי המחליק על פני עלה אחורי רסטרקטיבי. דלף טריקוספידלי קשה, לחץ דם ריאתי מוגבר במידה קשה, ללא הגדלה של העליה השמאלית.תפליט פריקרדיאלי מינימלי, תפליט פלואורלי.",1,0.16
ProcedureSummary,"חדר שמאלי בגודל תקין, דפנותיו מעובות במידה קלה, התכווצות גלובלית ואיזורית תקינה, חדר ימני בגודל והתכווצות תקינה, אי ספיקה מיטרלית וטריקוספידלית מינימלית, לא ניתן להעריך לחץ דם ריאתי בהעדר סיגנל TR, העליה השמאלית מורחבת במידה קלה.",1,0.16
ProcedureSummary,"חדר שמאל בגודל תקין, התכווצות גלובלית ירודה במידה בינונית, אקינזיה ספטלית, היפוקינזיה אינפריורית ואחורית., תבנית מילוי רסטריקטיבית, עליה שמאלית מורחבת במידה בינונית, חדר ימני מורחב עם תיפקוד ירוד במידה בינונית לפחות, עליה ימנית מורחבת במידה קלה עד בינונית, אי ספיקה מיטרלית קלה, אי ספיקה טריקוספידלית בינונית, לחץ דם ריאתי מוגבר במידה בינונית, הודגם קוצב בחללי הלב ימניים, הודגם נוזל פלאוראלי מימין.",1,0.16
ProcedureSummary,"חדר שמאל בגודל תקין, ספטום היפרטרופי, התכווצותו הגלבולית יירודה במידה קלה, אקיזניה אינפריורית, היפוקינזיה פוסטריורית, חדר ימין בגודל ותפקוד תקינים, הרחבה קלה של עליה שמאלית, מסתם אאורטלי מסוייד, טבעת המסתם מיטרלית מסויידת, אי ספיקה מיטרלית קלה, אי ספיקה טריקוספידלית מינימלית, לחץ דם ריאתי מוגבר במידה בינונית.",1,0.16
ProcedureSummary,"הדמיה קשה. חדר שמאל מורחב ,תפקודו הסיסטולי הגלובלי ירוד במידה קלה. הודגמה אקינזיה אינפריורית עם מעורבות אחורית לטרלית. חדר ימין בגודל ותפקוד תקינים. עליה שמאלית מורחבת. מסתם אורטלי מסוייד, ללא הצירות, דלף קל. מסתם המיטרלי מסוייד, דלף מיטרלי קל עד בינוני. אי ספיקה טריקוספידלית קלה, לחץ דם ריאתי תקין.",1,0.16
ProcedureSummary,"איכות הדמיה נמוכה (קשה להעריך הפרעות איזוריות כראוי) חדר שמאל מעט מורחב, היפרטרופי במידה קלה, תפקודו הסיסטולי הגלובלי תקין ללא הפרעה אזורית ברורה תבנית המילוי הדיאסטולי פסאודונורמלית, עליה שמאל מורחבת במידה בינונית. חדר ימין בגודל תקין עם תפקוד סיסטולי תקין (בהסתייגות שלא מודגם היטב) , לא ניתן להעריך ל""ד ריאתי בהעדר סיגנל TR מספק. מסתם אאורטלי מעובה קלות ללא דלף או הצרות, דלף מיטראלי וטריקוספידלי מינימלי. לא הודגמה הרחבה של אאורטה עולה",1,0.16
ProcedureSummary,"חדר שמאל בגודל תקין, היפרטרופיה של הספטום הבזלי, ההתכווצותו הגלובלית ירודה במידה קשה, דיסקינזיה אפיקלית, אקינזיה ספטלית, אקינזיה אינפריורית ואחורית, תבנית מילוי פסאודונורמאלית, חדר ימין בגודל ותפקוד תקין, עליה שמאלית מורחבת במידה קלה, אי ספיקה מיטרלית קלה, אי ספיקה טריקוספידלית מינימלית",1,0.16
ProcedureSummary,"חדר שמאלי בגודל והתכווצות גלובלית ואיזורית תקינה, חדר ימין תקין, הסתיידות אנולוס מיטרלי, דליפה מינימלית של מסתם אורטלי מיטרלי וטריקספידלי, עדות ליתר לחץ דם ריאתי קל, הגדלה קלה של העליה השמאלית. יכול להתאים ללחצי מילוי גבוהים של חדר שמאל. עליה ימין מורחבת. תפליט פריקרדיאלי קל, מעט יותר מאשר בבדיקה קודמת.",1,0.16
ProcedureSummary,"חדר שמאלי מורחב במידה קלה, ההתכווצותו גלובלית ירודה במידה קשה בצורה דיפוזית, חדר ימין תקין בגודלו, תפקודו שמור, אי ספיקה מיטרלית קלה, אי ספיקה טריקוספדלית מינמלית, לחץ דם ריאתי מוגבר במידה בינונית, הגדלה קלה של העליה השמאלית, נוזל פריקרדירלי בכמות מינימלית, נוזל פלאורלי מימין .",1,0.16
ProcedureSummary,"חדר שמאל מורחב במידה בינונית, התכווצות גלובלית ירודה במידה בינונית-קשה, עליות מורחבות במידה קלה, אי ספיקה מיטרלית בינונית, אי ספיקה אאורטלית מינימלית, אי ספיקה טריקוספידלית קלה. חדר ימני מורחב עם תיפקוד ירוד במידה קלה-בינונית, לחץ דם ריאתי מוגבר במידה בינונית. הודגמה אלקטרודת קוצב בחללי הלב הימניים הודגם נוזל פלאוראלי.",1,0.16
ProcedureSummary,"חדר שמאלי מורחב במידה קלה, עם התכווצות גלובלית מופחתת במידה קשה, תבנית המילוי רסטרקטיבית חדר ימני מורחב עם תפקוד מופחת במידה קשה, מסתם אורטלי מסויד, דלף מיטרלי קל, דלף טריקוספדלי קשה, IVC רחב ללא הענות נשימתית , לא ניתן להדגים לח""ד ריאתי בגלל חומרת הדלף הטריקוספידלי ,הודגם תפליט פלאורלי דו""צ",1,0.16
ProcedureSummary,"לב מושתל.חדר שמאל בגודל תקין, דפנותיו מעובות התכווצותו הגלובלית והאיזורית תקינה. חדר ימין בגודל תקין. תבנית מילוי תקינה. אי ספיקה מיטרלית קלה אי ספיקה טריקוספדלית מנימלית, לחץ דם ריאתי תקין",1,0.16
ProcedureSummary,בדיקה טכנית קשה מאוד. חדר שמאל בגודל תקין התכוצותו הגלובלית מופחתת במידה קלה עד בינונית.חדר ימין עם רושם לתפקוד שמור. תבנית מילוי עם הפרעה ברלקסציה.עליה שמאלית מורחבת. לא ניתן לדון על ממצאים נוספים בשל איכות הבדיקה.,1,0.16
ProcedureSummary,"חדר שמאל מורחב, תפקודו הגלובלי מופחת במידה קשה, עם היפוקינזיה דיפוזית חדר ימין מורחב עם תפקוד מופחת. דליפה מיטרלית קלה, דליפה טריקוספידלית בינונית, IVC מורחב ללא שינוי נשימתי , עדות ליתר לחץ דם ריאתי בינוני. עליה שמאלית מורחבת במידה בינונית.",1,0.16
ProcedureSummary,"ביקורת. חדר שמאלי מורחב והתכווצות גלובלית ירודה במידה קשה, אקינזיה ספטלית, אפיקלית , קידמית, היפוקינזיה אינפריורית חדר ימני בגודל והתכווצות תקינה עם אלקטרודת קוצב בתוכו, מסתם מיטרלי לאחר MITRAL CLIP, אי ספיקה מיטרלית בינונית, מפל לחצים מוגבר על פניו, מסתם טריקוספדלי לאחר CLIP עם אי ספיקה קלה עד בינונית, לחץ דם ריאתי מוגבר במידה בינונית, הגדלה של העליה השמאלית.",1,0.16
ProcedureSummary,"ליד מיטת החולה + מסכת חמצן חדר שמאלי תקין בגודלו, דפנותיו ובעיקר הספטום מעובות, והתכווצותו גלובלית ירודה במידה קלה עד בינונית. תבנית המילוי רסטריקטיבית. חדר ימני מורחב במידה קלה והתכווצותו ירודה במידה קלה. עליות מורחבות. אי ספיקה מיטרלית קלה עד בינונית, הסתיידות טבעת מיטרלית. מסתם אאורטלי מסוייד עם אי ספיקה קלה. אי ספיקה טריקוספידלית קלה עד בינונית. לחץ דם ריאתי מוגבר במידה קשה. תפליטים פלאורליים, תפליט פריקרדיאלי מינימלי. IVC רחב, ללא תמט.",1,0.16
ProcedureSummary,"חדר שמאל מורחב, דפנותיו אינן מעובות, קיימת פגיעה נרחבת וקשה בהתכווצות הדפנות עם תפקוד סיסטולי גלובלי ירוד במידה קשה. לא ניתן להעריך תפקוד דיאסטולי. חדר ימין בגודל תקין עם ירידה קלה בתפקודו. עליה שמאל מעט מורחבת. עלי מסתם אאורטלי מסויידים, דרך המסתם אי ספיקה קלה. אי ספיקה מיטרלית בינונית עם tenting של העלים וסילון אקסנטרי אחורי. אי ספיקה טריקוספידלית קלה. נימדד יתר לחץ דם ריאתי מוגבר במידה קלה. מודגמת אלקטרודה בחללים ימניים.",1,0.16
ProcedureSummary,"חדר שמאל מורחב במידה קשה תפקודו הגלובלי ירוד במידה קשה ביותר (רוב הדפנות אקינטיות ויש מעט סגמנטים היפוקינטיים גם הם עם היפוקיניזה קשה). עליה שמאל מורחבת במידה ניכרת. חדר ימין מורחב ותפקודו ירוד במידה קשה. ל""ד ריאתי מוגבר במידה קלה. מסתם אארוטלי במבנה ותפקוד תקינים. מסתם מיטראלי עם רסטריקציה של עלה אחורי הגורמת לדף בחומרה עד קשה. דלף טריקוספידלי בינוני. אלקטרודת קוצב בחללי הלב הימניים.",1,0.16
ProcedureSummary,"בדיקת אקו חלקית בחשד לטמפונדה מודגם חדר שמאלי מעובה בצורה קונצנטרית (גם החדר הימני מעובה), התכווצות גלובלית תקינה ללא הפרעה אזורית ברורה, מודגם תפיט פריקרדיאלי גדול, פחות סביב החדר הימני, לא מודגמת דחיקת חללים, הוריד הנבוב התחתון אינו מורחב ויש השתנות נשימתית. בהשוואה לבדיקה שבוצעה באפריל כמות התפליט דומה, ולהערכתי אינו גורם להשפעה המודינמית משמעותית.",1,0.16
ProcedureSummary,"חדר שמאלי ברוחב תקין, ספטום מעט מעובה ואסינכרוני, תפקודו הגלובלי והאזורי תקין EF-57%. סימנים ללחצי מילוי מוגברים. גל E גבוה עם יחס גבוה ב TDI - נובע מ MR משמעותי והפרעה דיאסטולית. חדר ימין מורחב מעט והיפוקינטי קל. פרוזדורים מורחבים במידה קלה. מסתם מיטרלי מעובה וכיפתי עם הגבלה בתנועת עלה אחורי. היצרות מטרלית קלה מפל 10/5 ודלף בינוני-קשה (בגבול קשה). הודגם דלף טריקוספידלי בינוני עד קשה ופולמונלי קל. לחץ ריאתי 73 ממ""כ מוגבר במידה קשה. אנוריזמה של IAS . הודגם PFO קטן עם מעבר משמאל לימין.",1,0.16
ProcedureSummary,"חדר שמאלי מורחבת במידה בינונית, תפקודו הגלךובלי הסיסטולי מופחת במביהד יבנונית עד קשה עם אקינזיה לטלרית אחרוית תחתונה , קמדית היפוקנזיה של השאר. תבנית מילוי דיאסטולי פסוידונורמלית חדר ימין בגודל ותפקוד תקינים עליה שמאלית ברוחב תקין מסתם אוארטלי עם דלף מנימלי מסתם מטרלי עם דלף קל עד נבינוני דלף טריקוספידלי קל לחץ דם ראתי סיסטולי מוערך כתקין וריד נבוב תחתון אינו מורחב ועובר תמט נשימתי הולם באינספיריום ללא תפליט פריקרדיאלי אאורטה עולה ושורש האאורטה ברוחב תקין אלקטרודת קוצב",1,0.16
ProcedureSummary,"חדר שמאל בגודל תקין, דפנותיו מעובות, תפקודו הסיסטולי הגלובלי תקין. לא ניתן להעריך תפקוד דיאסטולי. חדר ימין בגודל ותפקוד תקינים. מבנה ותפקוד מסתמים תקין. לא נימדד יתר לחץ דם ריאתי. שורש אאורטה ואאורטה עולה מורחבים. ללא עדות לתפליט פריקרדיאלי.",1,0.16
ProcedureSummary,"חדר שמאל מורחב במידה קלה, היפרטרופי במידה קלה, תפקודו הסיסטולי הגלובלי תקין ללא הפרעה אזורית ברורה, לא ניתן לקבוע תפקוד דיאסטולי,עליות מורחבות במידה קלה. חדר ימין בגודל ותפקוד תקינים , ל""ד ריאתי מוערך מוגבר במידה קלה. מסתם אאורטלי מסוייד ללא דלף או הצרות, אנולוס מיטראלי מסוייד, דלף מיטראלי קל, דלף טריקוספידלי מינימלי . מודגם תפליט פריקרדיאלי מינימלי חסר משמעות המודינמית.",1,0.16
ProcedureSummary,"בדיקה קשה טכנית חדר שמאלי בגודל תקין התכווצות גלובלית ואיזורית תקינה, תבנית המילוי תקינה, חדר ימני בגודל והתכווצות תקינה, עיבוי עלי המסתם האורטלי עם דלף מינימלי, אי ספיקה מיטרלית וטריקוספידלית קלה, לחץ דם ריאתי תקין, עליות תקינות.",1,0.16
ProcedureSummary,"הבדיקה בוצעה כשהנבדק בישיבה. חדר שמאל מורחב במידה קלה, היפרטרופי, תפקודו הגלובלי מופחת במידה קשה עם היפוקינזיה דיפוזית יותר בולטת באפקס. חדר ימין בגודל תקין עם תפקוד מופחת במידה קלה. דליפה מיטרלית בחומרה קלה עד בינונית. בהעדר דליפה טריקוספידלית לא ניתן למדוד לחץ דם ריאתי. עליה שמאלית מורחבת במידה בינונית. האאורטה העולה והסינוסים האורטלים מורחבים במידה קלה. תבנית מילוי פסוידו נורמלית.",1,0.16
ProcedureSummary,"חדר שמאל תקין בגודלו , התכווצותו ירודה במידה קלה-בינונית בצורה דיפוזית ללא הפרעה איזורית ברורה, דפנותיו מעובים,עליה שמאלית בגודל תקין, מסתם אאורטלי מעט מסוייד, אי ספיקה אאורטלית קלה, אי ספיקה מיטרלית וטריקוספידלית קלה, לא הודגמה עקומת TR להערכת לחץ דם ראתי",1,0.16
ProcedureSummary,"חדר שמאלי בגודל תקין, התכווצותו הגלובלית שמורה, חדר ימני מורחב במידה קלה, תפקודו מופחת במידה קלה, מסתם אורטלי מסוייד שטח מסתם מחושב מתאים להצרות בינונית, מפל לחצים לא בהתאמה יתכן משני לנפח פעימה נמוך, טבעת המסתם המיטרלי מסויידת, אי ספיקה מיטרלית קלה, אי ספיקה טריקוספידלית בינונית, לחץ דם ריאתי מוגבר במידה קשה, הגדלה קלה של העליה השמאלית, הודגמה מיימת.",1,0.16
ProcedureSummary,"הדמיה קשה טכנית, בוצעה בשכיבה על הגב. חדר שמאלי מורחב במידה קלה, התכווצות גלובלית ירודה במידה קשה, אקינזיה אינפריורי, פוסטריורית, ספטלית ואפיקלית. חדר ימני בגודל תקין, התכווצות ירודה במידה קלה, אי ספיקה מיטרלית בינונית עד קשה, אי ספיקה טריקוספידלית קלה. לחץ דם ריאתי מוגבר במידה קלה. הגדלה קלה של העליה השמאלית.",1,0.16
ProcedureSummary,"מטופל באי שקט. חדר שמאלי בגודל תקין, התכווצות גלובלית ירודה במידה בינונית לקשה, הירידה היא גלובלית אך בולטת יותר בקיר תחתון אחורי ספטלי, חדר ימני בגודל תקיןם עם ירידה לפחות בינונית בהתכווצותו, מסתם אורטלי מסוייד, עלי מסתם מיטרלי מסויידים, אי ספיקה מיטרלית בינונית, אי ספיקה טריקוספידלית קלה עד בינונית. לחץ דם ריאתי מוגבר במידה קשה. הגדלה קלה של העליה השמאלית. הודגם תפליט פלאורלי דו צדדי.",1,0.16
ProcedureSummary,"חדר שמאלי בגודל תקין, ספטום היפרטרופי, התכווצותו הגלובלית תקינה, אקינזיה אינפרו-בזלית, חדר ימני בגודל והתכווצות תקינה, טבעת המסתם המיטרלי מסויידת, אי ספיקה מיטרלית קלה, אי ספיקה טריקוספידלית קלה, לחץ דם ריאתי מוגבר במידה קלה, הגדלה קלה של העליה השמאלית, הגדלה של העליה הימנית.",1,0.16
ProcedureSummary,"חדר שמאלי מעובה, בעיקר במחיצה, בגודל תקין והתכווצות גלובלית מופחתת במידה קשה, ירידה די דיפוזית, אין פעילות מכנית בעליה השמאלית, חדר ימני בגודל תקין והתכווצות מעט מופחתת, מבנה המסתמים תקין, אי ספיקה אורטלית קלה, מיטרלית וטריקוספידלית קלה עד בינונית, עדות ליתר לחץ דם ריאתי, הגדלה של העליה השמאלית והימנית, קוצב מימין, IVC עם הענות נשימתית מופחתת. גירגור עדין בשריר הלב מחשיד לעמילואיד.",1,0.16
ProcedureSummary,"חדר שמאל מורחב , תפקודו הגלובלי מופחת במידה קשה , אקינזיה אינפריורית אחורית לטרלית עם מעורבות אפיקלית, היפוקינזיה קשה של שאר הדפנות, תבנית המילוי רסטרקטיבית, חדר ימין מורחב עם תפקוד מופחת במידה בינונית, הרחבה של עליה שמאלית, מסתם אאורטלי מסוייד, אי ספיקה אאורטלית קלה, מסתם מיטרלי מעובה ומסוייד , TETHERING קשה של עלי המסתם, אי ספיקה מיטרלית קלה-בינונית, אי ספיקה טריקוספידלית בינונית-קשה, לחץ דם ראתי מוגבר במידה קשה, אלקטרודת קוצב בחדר ימין , הודגמה מיימת.",1,0.16
ProcedureSummary,"חדר שמאלי מורחב עם התכווצות גלובלית ואיזורית תקינה, היפרטרופי, חדר ימני בגודל והתכווצות תקינה, מסתם אאורטלי מסוייד ומוצר במידה קלה, אי ספיקה אורטלית בינונית, יש מקום להדמות ב TEE את מדית הדלף, תיתכן תת הערכה, אי ספיקה מיטרלית קלה לבינונית ודלף וטריקוספידלי בינוני, לחץ דם ריאתי מוגבר במידה בינונית, עליות מורחבות. הרחבה של אורטה עולה סינוס אורטחלי וקשת האורטה.",1,0.16
ProcedureSummary,"חדר שמאל מורחב, התכווצותו הגלובלית ירודה במידה קשה, אקינזיה אפיקלית, ספטלית, ואנטריורית, חדר ימין מורחב במידה קלה תפקודו מופחת, מסתם אאורטלי מעובה, אי ספיקה אאורטלית מינימלית, אי ספיקה מיטרלית קלה עד בינונית, אי ספיקה טריקוספידלית קלה , לחץ דם ריאתי מוגבר במידה קלה, חדר ימין בגודל ותפקוד תקין, הודגמה אלקטרודת קוצב בחללים הימניים, ממצא מובילי על אלקטרודת הקוצב בחלקה העליתי (משמעות בהתאם לקלניקה) .",1,0.16
ProcedureSummary,"הדמיה קשה טכנית ממנחים אפיקליים. חדר שמאלי בגודל תקין, קושי בהערכת תפקד אזורי עקב הדמיה מוגבלת של האנדוקרד אך רושם כי התפקוד הגלובלי שמור. הפרעה דיאסטולית דרגה 2. חדר ימני בגודל תקין והתכווצות תקינה. מסתם אאורטלי תקין. דליפה מיטרלית וטריקוספידלית קלה. לחץ דם ריאתי גבולי. הגדלה קלה של העליה השמאלית.",1,0.16
ProcedureSummary,"חדר שמאל בגודל ותפקוד תקין, חדר ימין בגודל תקין, תפקודו שמור, הרחבה קשה של עליה שמאלית וימנית, מסתם אאורטלי מסוייד, היצורת אאורטלית בינונית, אי ספיקה אאורטלית קלה, מסתם מיטרלי תותב מתכתי, תנועת הדסקות נראית תקינה, מפל לחצים מוגבר על פניו בדומה לבדיקה קודמת, לא הודגם דלף משמעותי, מסתם טריקוספידלי תותב מתכתי עם מפל לחצים מוגבר בדומה לבדיקה קודמת, לחץ דם ראתי מוגבר במידה קשה, IVC רחב ללא שינוי נשימתי, הודגמה מיימת.",1,0.16
ProcedureSummary,"הדמיה קשה מאוד, קשה להעריך תיפקוד חדרים, חדר שמאלי מורחב עם ירידה עד קלה לבינונית בתיפקוד, חדר ימין מורחב עם ירידה בינונית בתיפקוד, דלף קל מיטרלי ודלף בינוני של טריקספיד, עדות ליתר לחץ דם ריאתי בינוני לקשה, הגדלה קלה של העליה השמאלית והימנית. תבנית המילוי רסטרקטיבית.",1,0.16
ProcedureSummary,"חדר שמאלי ברוחב תקין, הפרטראופי, תפקודו הגלובלי בגבול הנורמה, חדר ימין מעט מורחב, תפקודו מופחת במידה קשה. פרוזדורים מורחבים. מסתם אאורטלי מסוייד, הצרות קלהץ הודגם דלף מיטרלי מינימלי, דלף טריקוספידלי קל עד בינוני, לחץ ריאתי מוגבר במידה קשה. הודגם תפליט פריקרדיאלי מינימלי, הודגם תפליט פלאוראלי.",1,0.16
ProcedureSummary,"חדר שמאל במעט מורחב, דפנותיו אינן מעובות, תפקודו הסיסטולי הגלובלי ירוד במידה בינונית (ראה פיזור אזורי). הפרעה דיאסטולית דרגה 1. חדר ימין בגודל ותפקוד תקינים. עלי מסתם אאורטלי מעט מסויידים, דרך המסתם דלף מיזערי. אי ספיקה מיטרלית וטריקוספידלית מיזערית. לא נימדד יתר לחץ דם ריאתי. הודגם PDA - ידוע מבדיקות קודמות.",1,0.16
ProcedureSummary,"בדיקה קשה טכנית. חדר שמאלי ברוחב תקין, ספטום מעט מעובה, תפקודו הגלובלי תקין יפוקינזיה אינפרובזאלית. חדר ימין ברוחב ותפקוד תקין. פרוזדור שמאלי מעט מורחב.אנולוס מיטרלי מסוייד במדה קלה, דלף מיטרלי קל עד בינוני. מסתם אאורטלי מעט מסוייד, לא הודגמה הפרעה המודינמית. דלף טריקוספידלי מינימלי, לחץ ריאתי מוערך כתקין.",1,0.16
ProcedureSummary,"בדיקה קשה טכנית חדר שמאלי מורחב במידה קלה עם התכווצות גלובלית שמורה, היפוקינזיה ספטלית , חדר ימני עם התכווצות שמורה( גבולית) אלקטרודת קוצב בתוכו, מסתם אורטלי מעט מסויד, דלף אורטלי ומיטרלי מינימלי,דלף טריוספידלי בינוני,IVC רחב ללא הענות נשימתית, לח""ד ריאתי מוגבר במידה קשה, תפליט פריקרדיאלי משמאל בכמות מינימלית",1,0.16
ProcedureSummary,"חדר שמאלי בגודל תקין והתכווצותו ירודה במידה בינונית, ראה פיזור אזורי, ספטום מעובה במידה קלה, חדר ימני בגודל תקין והתכווצותו ירודה במידה קשה, מסתם אורטלי מסוייד, מסתם מיטרלי מסוייד ומוצר במידה קלה,אי ספיקה מיטרלית בינונית, אי ספיקה טריקוספידלית קשה, לחץ דם ריאתי מוגבר במידה קשה, עליות מורחבות, תפליט פלאוראלי מימין.",1,0.16
ProcedureSummary,"עליה שמאלית מורחבת. חדר ימין היפוקינטי קשה. חדר שמאל ברוחב תקין עם תפקוד גלובלי ירוד במידה בינונית עד קשה. אקינזיה אחורית, לטרלית, אפיקלית, אינפריורירת. השאר היפוקינטני. אס""ק מיטרלית ביננית. אס""ק טריקספידלית בינונית. יל""ד ריאתי קשה. תבנית מילוי רסטריקטיבית. מיימת. נוזל פלוירלי משמאל. אקלטרודת קוצב מימין. בדיקת סינכרוניזציה: חדר ימין מתכווץ 0 מילישניות לפני חדר שמאל ( לא משמעותי) YU INDEX=22( לא משמעותי) BAX INDEX=500לא משמעותי) הקיר הספטלי מתכווץ אחרון.",1,0.16
ProcedureSummary,"לב מושתל, בדיקה בוצעה בשיבה על הגב, חדר שמאל מורחב במידה קלה, התכווצותו הגלובלית מופחתת במידה קלה , אקינזיה אינפרו-בזאלית, חדר ימין התכצותו שמורה, אי ספיקה מיטרלית בינונית, אי פסיקה טריקוספידלית קלה עד יבנונית, לחץ דם ריאתי מוגבר במידה בינונית",1,0.16
ProcedureSummary,"חדר שמאל בגודל תקין ,תפקודו הסיסטולי הגלובלי תקין ללא הפרעה אזורית ,,תבנית המילוי הדיאסטולי פסאודונורמלית ,עליה שמאל מורחבת במידה קלה חדר ימין בגודל ותפקוד תקינים , ל""ד ריאתי מוערך מוגבר במידה קלה מבנה ותפקוד המסתמים תקין",1,0.16
ProcedureSummary,"חדר שמאל מורחב במידה קשה, היפרטרופיה קלה, תפקודו הגלובלי מופחת במידה קשה באופן דיפוזי, תבנית המילוי רסטרקטיבית, חדר ימין בגודל ותפקוד תקין, הרחבה בינונית של עליה שמאלית , TETHERING של עלי המסתם המיטרלי, אי ספיקה מיטרלית קלה-בינונית, מסתם אאורטלי מעובה, אי ספיקה מינימלית, אי ספיקה טריקוספידלית קלה, לחץ דם ראתי מוגבר במידה בינונית, אלקטרודת קוצב בחדר ימין .",1,0.16
ProcedureSummary,לב מושתל .חדר שמאל בגודל תקין התכוצותו הגלובלית תקינה. חדר ימין בגודל ותפקוד תקין. תבנית מילוי תקינה. אי ספיקה מיטרלית וטריקוספדלית מנימלית. ללא סיגנל TRברור,1,0.16
ProcedureSummary,"חדר שמאל מורחב, תפקודו הגלובלי מופחת במידה קשה, תבנית המילוי פסאודונורמאלית, חדר ימין בגודל ותפקוד תקין , הרחבה בינונית של עליה שמאלית, אי ספיקה מיטרלית קלה-בינונית, אי ספיקה טריקוספידלית קשה, אלקטרודת קוצב בחדר ימין , לחץ דם ראתי מוגבר במידה קשה, לא הודגמו וגטציות על פני מסתמי הלב ועל פני הקוצב , לא הודגם טרומבוס בחללי הלב, לא הודגם PFO",1,0.16
ProcedureSummary,"חדר שמאל מורחב עם התכווצות גלובלית ירודה במידה בינונית, ישנה אקינזיה ודיסקינזיה אפיקלית נירחבת, מעורבות אחורית לטלרית והיפוקינזיה קידמית. חדר ימין שמור, מסתם אורטלי מעובה עם דלף מינימלי, מסתם מיטרלי עם דלף קל לבינוני, דלף מינימלי של טריקספיד, ניצפה PFO עם שנט משמאל לימין.",1,0.16
ProcedureSummary,"חדר שמאלי בגודל תקין,והתכווצות גלובלית מופחתת במידה קשה, ירידה גלובלית דיפוזית, אין פעילות מכנית בעליה השמאלית, חדר ימני מורחב והיפוקינטי קל, קוצב מימין, אי ספיקה טריקוספידלית בינונית, מיטרלית קלה ואורטלית מינימלית, עדות ליתר לחץ דם ריאתי קל, הגדלה של העליה השמאלית.",1,0.16
ProcedureSummary,"חדר שמאלי בגודל תקין, התכווצותו הגלובלית ואיזורית תקינה, תבנית מילוי דיאסטולי מתאימה להפרעה דרגה II ( פסוידונורמלית), חדר ימני בגודל והתכווצות תקינה, מסתם אורטלי מעט מסוידף, אי ספיקה אורטלית קלה, אי ספיקה מיטרלית בינונית, אי ספיקה טריקוספידלית קלה עד בינונית, לחץ דם ריאתי מוגבר במידה בינונית, הגדלה קלה של העליה השמאלית. וריד נבוב תחתון מורחב ולא עובר תמט נשימתי הולם ללא עדות לתפליט פריקרדיאלי ללא הרחבה של אורטה עולה או שורש האאורטה",1,0.16
ProcedureSummary,"הדמיה תת-אופטימלית. חדר שמאלי בגודל ותפקוד תקינים. עיבוי הדפנות בחדר שמאל. תבנית זרימה בדופלר פסאודונורמלית. חדר ימין בגודל ותפקוד תקינים. פרוזודר שמאלי מורחב. אנולוס מיטרלי ומסתם אאורטלי מעט מסוידים פתיחתם תקינה. עדות לנוזל פריקרדיאלי במידה קלה. IVC- מורחב -2.8ס""מ עם תגובה רספירטורית מופחתת. וגודש של הורידים ההפטיים.",1,0.16
ProcedureSummary,"חדר שמאל עם חלל בגודל תקין ,הספטום מעובה במידה קלה, תפקודו הסיסטולי הגלובלי של חדר שמאל תקין ללא הפרעה אזורית ,לא ניתן לקבוע תפקוד דיאסטולי, עליה שמאל מורחבת במידה קלה-בינונית, עליה ימין מורחבת חדר ימין בגודל תקין (לציין רושם שיש הרחבה של האנולוס הטריקוספידלי), תפקודו הסיסטולי הגלובלי מופחת במידה גבולית, ל""ד ריאתי מוערך מוגבר במידה קלה (תתכן תת הערכה בגלל סיגנל TR חלש) מסתם אאורטלי מסוייד קלות ללא דלף או הצרותדלף מיטראלי קל , מודגם דלף טריקוספידלי קל בלבד אולם לציין שיש היפוך זרימה סיסטולי ב",1,0.16
